"Codigo","Anio","Mes","Vacas_Total","Recria_Total","Poblacion_Total","Vacas_Ordenio","Vacas_Secas","Vacas_Preniadas","Vacas_Vacias","Preniez_Porcentaje","DEL_Promedio","Lactacion_Promedio","ITH_Max","ITH_Min","Temp_Max","Temp_Min","Humedad_Prom"
"7PULILI",2025,"Julio",237,257,494,195,42,88,149,37.13,129.54,2.04,66.01,60.17,19.19,15.73,88.76
