"ID","Nombre","Categoria","Estatus_Repro","X1","Es_Vaca","Es_Recria","Ficha","Leche_Ult","DEL_Ult","Año","Mes","Ubicacion","ID_Num"
"-933","S/N","Vaca","Vacia/Abierta","-933","TRUE","FALSE","19-12-22 AI NEO+ENRO4+ BIO1+GEN4+MUL5 NA NA NA NA NA MASTITIS.csv NA NA NA NA NA -933 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",-933
"-956","S/N","Vaca","Vacia/Abierta","-956","TRUE","FALSE","6-11-22 PI BIOF4+ENRO5 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA -956 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",-956
"-995","S/N","Vaca","Vacia/Abierta","-995","TRUE","FALSE","25-11-22 PI MELO+ENRO4+MUL5 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA -995 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",-995
"1-03-26","S/N","Vaca","Vacia/Abierta","1-03-26","TRUE","FALSE","c(""SECADO"", ""VACUNA"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 1-03-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"10","S/N","Vaca","Vacia/Abierta","10","TRUE","FALSE","304 16:00 23-09 14.80 35.1 37.9 0.27 41.5 88 PRODUCCIÓN DE LECHE.csv 3948 NA NA NA NA 10 TRUE FALSE",NA,"37.9","2025","Julio","7PULILI",10
"100%","S/N","Vaca","Vacia/Abierta","100%","TRUE","FALSE","228 2 341 433 136 415 NA NA NA VACAS SECAS.csv NA NA NA NA NA 100% TRUE FALSE","341","415","2025","Julio","7PULILI",NA
"11","S/N","Vaca","Vacia/Abierta","11","TRUE","FALSE","346 23-09 17.63 36.3 35.4 -0.27 44.2 75 5417 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 11 TRUE FALSE","17.63","-0.27","2025","Julio","7PULILI",11
"112","S/N","Vaca","Vacia/Abierta","112","TRUE","FALSE","1-07-25 AI BIO4+ENRO7+ANT6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 112 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",112
"116","S/N","Vaca","Vacia/Abierta","116","TRUE","FALSE","19-07-25 PD NEO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 116 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",116
"12","S/N","Vaca","Vacia/Abierta","12","TRUE","FALSE","c(""13-07-25"", ""24-07-25"", ""319"") c(""PD"", ""PD"", ""23-09"") c(""NEO4+ENRO7+ANT4"", ""AI"", ""17.85"") c(NA, ""BIO4+ENRO7"", ""37.4"") c(NA, NA, ""37.4"") c(NA, NA, ""-0.09"") c(NA, NA, ""45.2"") c(NA, NA, ""67"") c(NA, NA, ""4903"") c(""MASTITIS.csv"", ""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) 12 TRUE FALSE","17.85","-0.09","2025","Julio","7PULILI",12
"12-02-26","S/N","Vaca","Preñada","12-02-26","TRUE","FALSE","c(""VACUNA"", ""AVF"", ""AVF"", ""AVF"") c(NA, ""BOVIS"", ""BOVIS"", ""BOVIS"") c(NA, ""PREPA"", ""PREPA"", ""PREPA"") c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) 12-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"126","S/N","Vaca","Vacia/Abierta","126","TRUE","FALSE","9-09-25 PI NEO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 126 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",126
"13","S/N","Vaca","Vacia/Abierta","13","TRUE","FALSE","c(""21-07-25"", ""Alta"") c(""AI"", ""209"") c(""NEO+ENR+ME4+GE5"", ""23-09"") c(NA, ""22.59"") c(NA, ""43.9"") c(NA, ""42.3"") c(NA, ""0.43"") c(NA, ""42.4"") c(NA, ""26"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, ""476"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 13 TRUE FALSE",NA,"42.3","2025","Julio","7PULILI",13
"13-02-26","S/N","Vaca","Vacia/Abierta","13-02-26","TRUE","FALSE","c(""VACUNA"", ""SECADO"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 13-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"14","S/N","Vaca","Vacia/Abierta","14","TRUE","FALSE","326 23-09 20.37 39.5 38.2 0.01 45.3 83 5127 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 14 TRUE FALSE","20.37","0.01","2025","Julio","7PULILI",14
"14-02-26","S/N","Vaca","Preñada","14-02-26","TRUE","FALSE","PREPARTO NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 14-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"141","S/N","Vaca","Vacia/Abierta","141","TRUE","FALSE","28-08-25 AI NEO4+ERNO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 141 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",141
"15","S/N","Vaca","Vacia/Abierta","15","TRUE","FALSE","258 23-09 22.73 45.8 43.0 -0.16 48.3 46 2663 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 15 TRUE FALSE","22.73","-0.16","2025","Julio","7PULILI",15
"15%","S/N","Vaca","Vacia/Abierta","15%","TRUE","FALSE","4.9 3 343 32.5 -396 NA NA NA NA MASTITIS.csv NA NA NA NA NA 15% TRUE FALSE","343",NA,"2025","Julio","7PULILI",NA
"157","S/N","Vaca","Vacia/Abierta","157","TRUE","FALSE","22-02-25 PD NEO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 157 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",157
"16","S/N","Vaca","Vacia/Abierta","16","TRUE","FALSE","247 23-09 21.81 44.0 42.2 -0.29 47.4 43 2400 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 16 TRUE FALSE","21.81","-0.29","2025","Julio","7PULILI",16
"16-02-26","S/N","Vaca","Vacia/Abierta","16-02-26","TRUE","FALSE","SECADO NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 16-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"167","S/N","Vaca","Vacia/Abierta","167","TRUE","FALSE","25-08-25 AI MEL4+GENT6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 167 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",167
"17","S/N","Vaca","Vacia/Abierta","17","TRUE","FALSE","c(""18-03-25"", ""306"") c(""AI"", ""23-09"") c(""NEO4+ENRO6"", ""16.10"") c(NA, ""37.1"") c(NA, ""38.7"") c(NA, ""0.09"") c(NA, ""44.2"") c(NA, ""70"") c(NA, ""3823"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 17 TRUE FALSE","16.1","0.09","2025","Julio","7PULILI",17
"17-01-26","S/N","Vaca","Vacia/Abierta","17-01-26","TRUE","FALSE","VACUNA NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 17-01-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"178","S/N","Vaca","Vacia/Abierta","178","TRUE","FALSE","12-08-25 PD NEO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 178 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",178
"18","S/N","Vaca","Vacia/Abierta","18","TRUE","FALSE","447 23-09 15.59 31.3 30.0 -0.04 38.7 104 7315 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 18 TRUE FALSE","15.59","-0.04","2025","Julio","7PULILI",18
"189","S/N","Vaca","Vacia/Abierta","189","TRUE","FALSE","16-09-25 PD NEO4+ENR6+ANT1 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 189 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",189
"19","S/N","Vaca","Vacia/Abierta","19","TRUE","FALSE","315 23-09 17.92 35.8 35.1 0.03 38.7 84 3748 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 19 TRUE FALSE","17.92","0.03","2025","Julio","7PULILI",19
"19-01-26","S/N","Vaca","Vacia/Abierta","19-01-26","TRUE","FALSE","c(""SECADO"", ""SECADO"", ""VACUNA"") c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) 19-01-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"19-02-26","S/N","Vaca","Vacia/Abierta","19-02-26","TRUE","FALSE","VACUNA NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 19-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"2-02-26","S/N","Vaca","Vacia/Abierta","2-02-26","TRUE","FALSE","SECADO NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 2-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"2-03-26","S/N","Vaca","Vacia/Abierta","2-03-26","TRUE","FALSE","c(""SECADO"", ""SECADO"", ""VACUNA"", ""SECADO"", ""VACUNA"") c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) 2-03-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"20-02-26","S/N","Vaca","Vacia/Abierta","20-02-26","TRUE","FALSE","VACUNA NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 20-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"207","S/N","Vaca","Vacia/Abierta","207","TRUE","FALSE","1-09-25 PD BIO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 207 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",207
"23","S/N","Vaca","Vacia/Abierta","23","TRUE","FALSE","26-06-25 PI BIO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 23 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",23
"24h.","S/N","Vaca","Vacia/Abierta","24h.","TRUE","FALSE","-1- -2- NA NA NA NA NA NA NA VACAS PROBLEMA.csv NA NA NA NA NA 24h. TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"25","S/N","Vaca","Vacia/Abierta","25","TRUE","FALSE","494 23-09 15.22 30.8 29.1 -0.02 39.3 95 8502 PRODUCCIÓN DE LECHE.csv NA NA NA NA NA 25 TRUE FALSE","15.22","-0.02","2025","Julio","7PULILI",25
"25-01-26","S/N","Vaca","Vacia/Abierta","25-01-26","TRUE","FALSE","VACUNA NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 25-01-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"25-02-26","S/N","Vaca","Vacia/Abierta","25-02-26","TRUE","FALSE","VACUNA NA NA NA NA NA NA NA NA ORDEÑO.csv NA NA NA NA NA 25-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"26","S/N","Vaca","Vacia/Abierta","26","TRUE","FALSE","14-09-25 AI BIO4+ENRO6 NA NA NA NA NA NA MASTITIS.csv NA NA NA NA NA 26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",26
"26-01-26","S/N","Vaca","Vacia/Abierta","26-01-26","TRUE","FALSE","c(""VACUNA"", ""SECADO"", ""VACUNA"") c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) c(NA, NA, NA) 26-01-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"26-02-26","S/N","Vaca","Preñada","26-02-26","TRUE","FALSE","c(""VACUNA"", ""VACUNA"", ""AVF"", ""AVF"") c(NA, NA, ""BOVIS"", ""BOVIS"") c(NA, NA, ""PREPA"", ""PREPA"") c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) c(NA, NA, NA, NA) 26-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"2656","S/N","Vaca","Preñada","2656","TRUE","FALSE","c(""8.0"", ""32"", ""32"") c(""5"", ""5"", ""Prepa"") c(""363"", ""22-08-24"", ""20-08-25"") c(""0.0"", ""363"", ""215"") c(""****"", ""Prepa"", ""5"") c(""2-03-20"", ""434"", ""363"") c(""PI"", ""3"", ""13-01-25"") c(""NEOG4+PGENTA6"", ""144"", ""434"") c(NA, ""0.0"", ""GAP"") c(""MASTITIS.csv"", ""VACAS GESTANTES.csv"", ""VACAS SECAS.csv"") c(NA, NA, ""XING"") c(NA, NA, ""19-10-25"") c(NA, NA, ""144"") c(NA, NA, NA) c(NA, NA, NA) 2656 TRUE FALSE","363","434","2025","Julio","7PULILI",2656
"2678","S/N","Vaca","Vacia/Abierta","2678","TRUE","FALSE","12 Vacia 262 18:35 23-09 19.94 41.9 40.7 0.12 PRODUCCIÓN DE LECHE.csv 42.0 NA NA NA NA 2678 TRUE FALSE","262","19.94","2025","Julio","7PULILI",2678
"2686","S/N","Vaca","Preñada","2686","TRUE","FALSE","c(""7.9"", ""14"", ""2686"", ""2686"", ""14"") c(""5"", ""Insem"", ""Insem"", ""Insem"", ""5"") c(""278"", ""278"", ""14"", ""14"", ""18-06-25"") c(""41.5"", ""16:53"", ""5"", ""5"", ""Insem"") c(""****"", ""23-09"", ""278"", ""278"", ""22-09-25"") c(""18-09-20"", ""22.81"", ""1"", ""1"", ""WISEUP"") c(""PD"", ""42.4"", ""22-09-25"", ""22-09-25"", ""T3"") c(""NEO+ENR5+MULTI4"", ""41.5"", ""182"", ""182"", ""1"") c(NA, ""-0.09"", ""375"", ""375"", ""182"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"", ""TEST DE PREÑEZ VACAS.csv"", ""TEST DE PREÑEZ.csv"", ""VACAS INSEMINADAS.csv"") c(NA, ""53.1"", ""_________________________"", ""_________________________"", ""278"") c(NA, ""58"", NA, NA, ""41.5"") c(NA, ""3708"", NA, NA, ""*"") c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) 2686 TRUE FALSE","278","22.81","2025","Julio","7PULILI",2686
"2691","S/N","Vaca","Preñada","2691","TRUE","FALSE","c(""7.9"", ""14"", ""2691"", ""2691"", ""14"", ""14"", ""Insem"") c(""5"", ""Insem"", ""Insem"", ""Insem"", ""5"", ""Insem"", ""14"") c(""351"", ""351"", ""14"", ""14"", ""6-04-25"", ""351"", NA) c(""48.3"", ""16:53"", ""5"", ""5"", ""Insem"", ""7"", NA) c(""-705"", ""23-09"", ""351"", ""351"", ""1-09-25"", ""76"", NA) c(""2-05-23"", ""25.61"", ""3"", ""3"", ""INDEPENDANT"", ""48.3"", NA) c(""AI"", ""49.8"", ""1-09-25"", ""1-09-25"", ""T3"", ""30-03-26"", NA) c(""BIO+ENRO4+MULT5"", ""48.3"", ""203"", ""203"", ""3"", ""7-06-26"", NA) c(NA, ""0.40"", ""427"", ""427"", ""203"", NA, NA) c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"", ""TEST DE PREÑEZ VACAS.csv"", ""TEST DE PREÑEZ.csv"", ""VACAS INSEMINADAS.csv"", ""VACAS PARA SECAR.csv"", ""VACAS PROBLEMA.csv"") c(NA, ""51.2"", ""_________________________"", ""_________________________"", ""351"", NA, NA) c(NA, ""142"", NA, NA, ""48.3"", NA, NA) c(NA, ""7117"", NA, NA, ""*"", NA, NA) c(NA, NA, NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA, NA, NA) 2691 TRUE FALSE","351","25.61","2025","Julio","7PULILI",2691
"2694","S/N","Vaca","Vacia/Abierta","2694","TRUE","FALSE","c(""7.8"", ""9"") c(""6"", ""Alta"") c(""206"", ""206"") c(""23.3"", ""16:00"") c(""****"", ""23-09"") c(""13-04-21"", ""8.00"") c(""AD"", ""21.0"") c(""BIOFL4+ENRO6"", ""23.3"") c(NA, ""-0.61"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, ""27.6"") c(NA, ""18"") c(NA, ""155"") c(NA, NA) c(NA, NA) 2694 TRUE FALSE","206","8","2025","Julio","7PULILI",2694
"27-02-26","S/N","Vaca","Vacia/Abierta","27-02-26","TRUE","FALSE","c(""SECADO"", ""SECADO"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(""ORDEÑO.csv"", ""ORDEÑO.csv"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 27-02-26 TRUE FALSE",NA,NA,"2025","Julio","7PULILI",NA
"2713","S/N","Vaca","Vacia/Abierta","2713","TRUE","FALSE","c(""7.7"", ""13"") c(""6"", ""Alta"") c(""219"", ""219"") c(""45.6"", ""16:40"") c(""****"", ""23-09"") c(""5-06-21"", ""23.55"") c(""PI"", ""47.2"") c(""BIOF4+GEN6+NEO2"", ""45.6"") c(NA, ""0.61"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, ""45.6"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 2713 TRUE FALSE","219","23.55","2025","Julio","7PULILI",2713
"2748","PETRONE","Vaca","Preñada","2748","TRUE","FALSE","c(""7.5"", ""12"", ""12"", ""12"", ""12"", ""12"", ""12"") c(""5"", ""30-01-25"", ""30-01-25"", ""Preñ"", ""5"", ""Preñ"", ""PETRONE"") c(""417"", ""411"", ""411"", ""417"", ""30-01-25"", ""417"", ""5"") c(""33.3"", ""30-05-25"", ""30-05-25"", ""18:33"", ""417"", ""-87"", ""417"") c(""****"", ""291"", ""291"", ""23-09"", ""Preñ"", ""-18"", ""30-01-25"") c(""25-09-21"", ""5-03-26"", ""19-02-26"", ""18.31"", ""297"", ""33.3"", ""30-05-25"") c(""PD"", ""PARTO"", ""VACUNA"", ""37.6"", ""2"", ""26-12-25"", ""TENTASTI"") c(""BIOF4+MULTIJ6"", ""__________________"", ""__________________"", ""33.3"", ""120"", ""5-03-26"", ""297"") c(NA, NA, NA, ""-0.60"", ""33.3"", NA, ""0"") c(""MASTITIS.csv"", ""ORDEÑO.csv"", ""ORDEÑO.csv"", ""PRODUCCIÓN DE LECHE.csv"", ""VACAS GESTANTES.csv"", ""VACAS PARA SECAR.csv"", ""VACAS PROXIMAS AL PARTO.csv"") c(NA, NA, NA, ""54.9"", NA, NA, ""5-03-26"") c(NA, NA, NA, NA, NA, NA, ""-18"") c(NA, NA, NA, NA, NA, NA, ""Preñ"") c(NA, NA, NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA, NA, NA) 2748 TRUE FALSE","417","18.31","2025","Julio","7PULILI",2748
"2761","S/N","Vaca","Vacia/Abierta","2761","TRUE","FALSE","c(""7.2"", ""13"") c(""5"", ""Alta"") c(""208"", ""208"") c(""43.6"", ""16:44"") c(""-692"", ""23-09"") c(""5-10-23"", ""24.26"") c(""AI"", ""46.5"") c(""NEO+ENR4+GEN5"", ""43.6"") c(NA, ""-0.01"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, ""43.6"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 2761 TRUE FALSE","208","24.26","2025","Julio","7PULILI",2761
"2770","S/N","Vaca","Preñada","2770","TRUE","FALSE","c(""7.1"", ""17"", ""2770"", ""2770"", ""17"") c(""5"", ""Insem"", ""Insem"", ""Insem"", ""5"") c(""277"", ""277"", ""17"", ""17"", ""19-06-25"") c(""41.5"", ""17:00"", ""5"", ""5"", ""Insem"") c(""****"", ""23-09"", ""277"", ""277"", ""22-09-25"") c(""22-03-21"", ""18.60"", ""1"", ""1"", ""WISEUP"") c(""AD"", ""40.8"", ""22-09-25"", ""22-09-25"", ""T3"") c(""BIOF3+MULTI6"", ""41.5"", ""182"", ""182"", ""1"") c(""+MELOX4+GENTA6"", ""0.57"", ""374"", ""374"", ""182"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"", ""TEST DE PREÑEZ VACAS.csv"", ""TEST DE PREÑEZ.csv"", ""VACAS INSEMINADAS.csv"") c(NA, ""45.4"", ""_________________________"", ""_________________________"", ""277"") c(NA, ""57"", NA, NA, ""41.5"") c(NA, ""1274"", NA, NA, ""*"") c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) 2770 TRUE FALSE","277","18.6","2025","Julio","7PULILI",2770
"2788","S/N","Vaca","Preñada","2788","TRUE","FALSE","c(""7.0"", ""12"", ""2788"", ""2788"", ""12"") c(""5"", ""Insem"", ""Insem"", ""Insem"", ""5"") c(""323"", ""323"", ""12"", ""12"", ""4-05-25"") c(""37.8"", ""18:40"", ""5"", ""5"", ""Insem"") c(""-886"", ""23-09"", ""323"", ""323"", ""12-09-25"") c(""30-11-22"", ""20.12"", ""2"", ""2"", ""INDEPENDANT"") c(""PD"", ""39.6"", ""12-09-25"", ""12-09-25"", ""T3"") c(""NEO3+ENRO4+MUL4"", ""37.8"", ""192"", ""192"", ""2"") c(NA, ""-0.58"", ""410"", ""410"", ""192"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"", ""TEST DE PREÑEZ VACAS.csv"", ""TEST DE PREÑEZ.csv"", ""VACAS INSEMINADAS.csv"") c(NA, ""47.6"", ""_________________________"", ""_________________________"", ""323"") c(NA, NA, NA, NA, ""37.8"") c(NA, NA, NA, NA, ""*"") c(NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA) 2788 TRUE FALSE","323","20.12","2025","Julio","7PULILI",2788
"2805","S/N","Vaca","Vacia/Abierta","2805","TRUE","FALSE","c(""6.9"", ""16"") c(""5"", ""Vacia"") c(""256"", ""256"") c(""38.0"", ""17:34"") c(""****"", ""23-09"") c(""4-12-21"", ""20.10"") c(""PI"", ""41.2"") c(""BIOF+ENRO2"", ""38.0"") c(NA, ""-0.56"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, ""46.4"") c(NA, ""36"") c(NA, ""2595"") c(NA, NA) c(NA, NA) 2805 TRUE FALSE","256","20.1","2025","Julio","7PULILI",2805
"2811","S/N","Vaca","Vacia/Abierta","2811","TRUE","FALSE","11 Vacia 258 18:47 23-09 13.44 36.5 39.7 -2.36 PRODUCCIÓN DE LECHE.csv 55.7 NA NA NA NA 2811 TRUE FALSE","258","13.44","2025","Julio","7PULILI",2811
"2813","S/N","Vaca","Vacia/Abierta","2813","TRUE","FALSE","c(""6.8"", ""13"") c(""5"", ""Alta"") c(""218"", ""218"") c(""43.3"", ""16:42"") c(""****"", ""23-09"") c(""26-07-21"", ""24.45"") c(""AD"", ""44.0"") c(""BIOF4+ENRO6"", ""43.3"") c(NA, ""-0.03"") c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"") c(NA, ""43.5"") c(NA, NA) c(NA, NA) c(NA, NA) c(NA, NA) 2813 TRUE FALSE","218","24.45","2025","Julio","7PULILI",2813
"2826","S/N","Vaca","Preñada","2826","TRUE","FALSE","c(""6.8"", ""14"", ""2826"", ""2826"", ""14"", ""14"") c(""5"", ""Insem"", ""Insem"", ""Insem"", ""5"", ""Insem"") c(""295"", ""295"", ""14"", ""14"", ""1-06-25"", ""295"") c(""37.3"", ""16:55"", ""5"", ""5"", ""Insem"", ""7"") c(""-941"", ""23-09"", ""295"", ""295"", ""1-09-25"", ""76"") c(""3-11-22"", ""19.10"", ""1"", ""1"", ""WISEUP"", ""37.3"") c(""PD"", ""38.7"", ""1-09-25"", ""1-09-25"", ""T3"", ""30-03-26"") c(""NEO+ENR4+MUL3"", ""37.3"", ""203"", ""203"", ""1"", ""7-06-26"") c(NA, ""-0.27"", ""371"", ""371"", ""203"", NA) c(""MASTITIS.csv"", ""PRODUCCIÓN DE LECHE.csv"", ""TEST DE PREÑEZ VACAS.csv"", ""TEST DE PREÑEZ.csv"", ""VACAS INSEMINADAS.csv"", ""VACAS PARA SECAR.csv"") c(NA, ""47.7"", ""_________________________"", ""_________________________"", ""295"", NA) c(NA, ""72"", NA, NA, ""37.3"", NA) c(NA, ""3805"", NA, NA, ""*"", NA) c(NA, NA, NA, NA, NA, NA) c(NA, NA, NA, NA, NA, NA) 2826 TRUE FALSE","295","19.1","2025","Julio","7PULILI",2826
"2827","S/N","Vaca","Preñada","2827","TRUE","FALSE","c(""6.8"", ""32"", ""32"") c(""4"", ""4"", ""Seca"") c(""312"", ""26-10-24"", ""3-09-25"") c(""0.0"", ""312"", ""201"") c(""-604"", ""Seca"", ""4"") c(""19-09-23"", ""420"", ""312"") c(""AD"", ""1"", ""27-01-25"") c(""NEO+ENRO+LINA4"", ""93"", ""420"") c(NA, ""0.0"", ""RENEGADE"") c(""MASTITIS.csv"", ""VACAS GESTANTES.csv"", ""VACAS SECAS.csv"") c(NA, NA, ""2-11-25"") c(NA, NA, ""93"") c(NA, NA, ""372"") c(NA, NA, NA) c(NA, NA, NA) 2827 TRUE FALSE","312","420","2025","Julio","7PULILI",2827
