PISO_ALTITUDINAL,P204_NOM,RENDIMIENTO_HA_median,RENDIMIENTO_HA_std,count,heladas,ZONA
Piso 3,FRIJOL CANARIO GRANO SECO,1200.0,600.3057869763593,255,0.0,Zona Intermedia
Piso 3,FRIJOL CANARIO GRANO VERDE,2272.7272727272725,0.0,11,0.0,Zona Intermedia
Piso 3,FRIJOL CHAUCHA GRANO SECO,1666.6666666666667,203.15083250384407,44,0.0,Zona Intermedia
Piso 3,FRIJOL CHAUCHA GRANO VERDE,1600.0,1941.0018587029265,55,0.0,Zona Intermedia
Piso 3,FRIJOL DE PALO GRANO VERDE,3750.0,779.1196495864855,54,0.0,Zona Intermedia
Piso 3,FRIJOL GUINDA GRANO SECO,500.0,0.0,24,0.0,Zona Intermedia
Piso 3,FRIJOL HUASCA GRANO SECO,1875.0,0.0,13,0.0,Zona Intermedia
Piso 3,FRIJOL HUASCA GRANO VERDE,1600.0,0.0,7,0.0,Zona Intermedia
Piso 3,FRIJOL HUASCA POROTO GRANO SECO,800.0,342.75760162415895,129,80.0,Zona Intermedia
Piso 3,FRIJOL LANTREJA GRANO SECO,1200.0,117.73494206305517,56,0.0,Zona Intermedia
Piso 3,FRIJOL LANTREJA GRANO VERDE,5000.0,1803.9081058199472,313,0.0,Zona Intermedia
Piso 3,FRIJOL LARAN GRANO VERDE,1800.0,0.0,9,0.0,Zona Intermedia
Piso 3,FRIJOL PALOMA GRANO SECO,2000.0,577.6944600676785,86,0.0,Zona Intermedia
Piso 3,FRIJOL PANAMITO GRANO SECO,600.0,0.0,8,0.0,Zona Intermedia
Piso 3,FRIJOL PINTO GRANO SECO,666.6666666666667,95.11165374340632,57,0.0,Zona Intermedia
Piso 3,FRIJOL PINTO GRANO VERDE,2500.0,1458.5080473123728,146,0.0,Zona Intermedia
Piso 3,FRIJOL REGIONAL GRANO SECO,1600.0,523.3808989563473,71,0.0,Zona Intermedia
Piso 3,FRIJOL SHINGUITO GRANO VERDE,2500.0,0.0,18,0.0,Zona Intermedia
Piso 3,FRIJOL TODA LA VIDA GRANO VERDE,2000.0,433.228003680161,35,0.0,Zona Intermedia
Piso 3,GLADIOLO,12000.0,969.5921270936354,58,0.0,Zona de Riesgo
Piso 3,GRANADILLA,8750.0,4218.263738327379,156,0.0,Zona Intermedia
Piso 3,GRANADO,5000.0,1327.6616177969145,219,0.0,Zona Intermedia
Piso 3,GUAYABO,2500.0,2686.4942784850896,328,0.0,Zona Intermedia
Piso 3,HABA GRANO SECO,952.3809523809524,196.58612316751586,135,36.0,Zona Intermedia
Piso 3,HABA GRANO VERDE,3888.888888888889,513.6302974927435,47,0.0,Zona Intermedia
Piso 3,HIERBA BUENA,1000.0,0.0,33,0.0,Zona Intermedia
Piso 3,HIGUERA,3030.3030303030305,3063.0046046456105,314,0.0,Zona Intermedia
Piso 3,KIWICHA,2473.716759431045,0.0,11,0.0,Zona Intermedia
Piso 3,LECHUGA,7200.0,6303.792433373913,77,0.0,Zona Intermedia
Piso 3,LENTEJA GRANO SECO,388.8888888888889,415.5898508451745,33,0.0,Zona Intermedia
Piso 3,LIMA,5000.0,3011.893788374863,439,0.0,Zona Intermedia
Piso 3,LIMON ACIDO,6060.60606060606,7161.823905401924,907,0.0,Zona Intermedia
Piso 3,LIMON DULCE,2777.777777777778,3372.7693296481934,125,0.0,Zona Intermedia
Piso 3,LIMON RUGOSO,8000.0,4444.699279136576,110,0.0,Zona Intermedia
Piso 3,LINAZA,460.0,42.32184378708545,26,0.0,Zona Intermedia
Piso 3,LUCUMO,5000.0,2971.417027497514,653,0.0,Zona Intermedia
Piso 3,MAIZ AMARILLO DURO,1226.6666666666667,2113.3724564277472,1177,80.0,Zona Intermedia
Piso 3,MAIZ AMILACEO,1333.3333333333337,1420.5525009608273,2461,48.0,Zona Intermedia
Piso 3,MAIZ CHALA,12000.0,9445.894137344625,256,0.0,Zona de Riesgo
Piso 3,MAIZ CHOCLO,10400.0,5967.2209343758295,1046,0.0,Zona Intermedia
Piso 3,MAIZ MORADO,3266.6666666666665,1617.39736795613,515,0.0,Zona Intermedia
Piso 3,MANDARINA,13333.333333333334,3154.913359810169,79,0.0,Zona de Riesgo
Piso 3,MANGO,6060.60606060606,4762.427754455543,493,0.0,Zona Intermedia
Piso 3,MANZANO,4000.0,4186.711327113169,701,0.0,Zona Intermedia
Piso 3,MARACUYA,8000.0,0.0,14,0.0,Zona Intermedia
Piso 3,MASHUA,8000.0,0.0,14,0.0,Zona Intermedia
Piso 3,MELOCOTONERO,5000.0,3250.8381051385295,1125,12.0,Zona Intermedia
Piso 3,MEMBRILLERO,3333.333333333333,3158.104796241733,348,0.0,Zona Intermedia
Piso 3,NARANJO,5000.0,6765.031926149576,570,0.0,Zona Intermedia
Piso 3,NISPERO,4687.5,2605.1017018773687,350,0.0,Zona Intermedia
Piso 3,NOGAL,5000.0,1656.8337391590278,51,0.0,Zona Intermedia
Piso 3,NUÑA GRANO SECO,880.0,522.5279803752375,210,0.0,Zona Intermedia
Piso 3,NUÑA GRANO VERDE,1200.0,0.0,3,3.0,Zona Intermedia
Piso 3,OCA,6000.0,0.0,5,0.0,Zona Intermedia
Piso 3,OLIVO,8000.0,0.0,40,0.0,Zona Intermedia
Piso 3,OLLUCO,7575.757575757575,768.8909665655109,15,0.0,Zona Intermedia
Piso 3,OREGANO,2250.0,614.8726543469838,59,0.0,Zona Intermedia
Piso 3,PACAE,5100.0,3885.267896027556,955,0.0,Zona Intermedia
Piso 3,PALLAR GRANO SECO,1500.0,0.0,34,0.0,Zona Intermedia
Piso 3,PALTO,5625.0,4534.533050955914,3557,24.0,Zona Intermedia
Piso 3,PAPA AMARILLA,9600.0,3999.938706852946,106,0.0,Zona Intermedia
Piso 3,PAPA BLANCA,8640.0,6154.985242186668,1048,80.0,Zona Intermedia
Piso 3,PAPA COLOR,6000.0,0.0,12,0.0,Zona Intermedia
Piso 3,PAPA HUAYRO,7200.0,4353.90956505574,131,0.0,Zona Intermedia
Piso 3,PAPA NATIVA,7000.0,2475.289765594307,125,4.0,Zona Intermedia
Piso 3,PAPAYA,5000.0,4857.342362017154,237,0.0,Zona Intermedia
Piso 3,PAPAYUELA,5000.0,1373.026017127309,158,0.0,Zona Intermedia
Piso 3,PAPRIKA,6645.569620253164,0.0,25,0.0,Zona Intermedia
Piso 3,PASTO AGASHUL,45333.333333333336,12751.44820295284,97,0.0,Zona de Riesgo
Piso 3,PASTO ANGLETON,60000.0,14410.952139643188,701,0.0,Zona de Riesgo
Piso 3,PASTO BRAQUIARIA,43333.333333333336,4209.977854456387,121,0.0,Zona de Riesgo
Piso 3,PASTO BRIZANTA,43954.887218045114,9659.831763937846,58,0.0,Zona de Riesgo
Piso 3,PASTO DACTYLIS,20000.0,6989.179246105406,59,0.0,Zona de Riesgo
Piso 3,PASTO ELEFANTE,92000.0,38373.389417017504,719,0.0,Zona de Riesgo
Piso 3,PASTO ESTRELLA,44265.59356136821,13452.723488906546,24,0.0,Zona de Riesgo
Piso 3,PASTO GRAMA AZUL,66000.0,15918.496661717892,144,0.0,Zona de Riesgo
Piso 3,PASTO GRAMA BLANCA,12500.0,1705.2140927287728,50,0.0,Zona de Riesgo
Piso 3,PASTO GRAMA CHILENA,36000.0,0.0,18,0.0,Zona Optima
Piso 3,PASTO GRAMA DULCE,12000.0,13746.596556187133,40,0.0,Zona de Riesgo
Piso 3,PASTO GRAMA RHODES,53862.96053402283,25.575653756828643,14,0.0,Zona Optima
Piso 3,PASTO GRAMALOTE,30344.8275862069,3165.783143954521,188,0.0,Zona de Riesgo
Piso 3,PASTO GUATEMALA,30000.0,7676.494735787384,21,0.0,Zona de Riesgo
Piso 3,PASTO KIKUYO,56000.0,15389.385272148473,445,0.0,Zona de Riesgo
Piso 3,PASTO KING GRASS,34000.0,0.0,4,0.0,Zona Optima
Piso 3,PASTO MARAFALFA,50000.0,19323.092570721186,61,0.0,Zona de Riesgo
Piso 3,PASTO MORADO,30000.0,0.0,14,0.0,Zona Optima
Piso 3,PASTO NATURAL MANEJADO,15873.015873015873,9677.994029964715,245,0.0,Zona de Riesgo
Piso 3,PASTO NUDILLO,55000.0,12264.336912188342,110,0.0,Zona de Riesgo
Piso 3,PASTO OVILLO,55555.55555555556,9765.1469843602,253,0.0,Zona de Riesgo
Piso 3,PASTO SISO,35000.0,4991.478428196126,94,0.0,Zona de Riesgo
Piso 3,PECANO,2000.0,0.0,20,0.0,Zona Intermedia
Piso 3,PEPINILLO,5600.0,2756.012459051839,91,12.0,Zona Intermedia
Piso 3,PEPINO FRUTA,2500.0,1251.3951988681317,53,0.0,Zona Intermedia
Piso 3,PERAL,4000.0,0.0,40,0.0,Zona Intermedia
Piso 3,PEREJIL,7200.0,1485.3422338209275,83,0.0,Zona Intermedia
Piso 3,PITUCA,8333.333333333334,2926.605237554863,109,0.0,Zona Intermedia
Piso 3,PLATANO,6666.666666666667,3157.184815164594,1557,0.0,Zona Intermedia
Piso 3,QUINUA,2253.0134054297623,553.9596247316792,87,16.0,Zona Intermedia
Piso 3,ROCOTO,12528.301886792451,3513.545989588895,113,0.0,Zona de Riesgo
Piso 3,RUDA,6000.0,1596.5838749950256,47,0.0,Zona Intermedia
Piso 3,RYE GRASS,62906.976744186046,15891.020597075933,610,0.0,Zona de Riesgo
Piso 3,SACHATOMATE,5000.0,1323.6386844712622,146,0.0,Zona Intermedia
Piso 3,TARA,6015.037593984962,3037.527125040736,732,0.0,Zona Intermedia
Piso 3,TARHUI GRANO SECO,700.0,307.63608368244377,131,0.0,Zona Intermedia
Piso 3,TARHUI GRANO VERDE,3040.0,0.0,6,0.0,Zona Intermedia
Piso 3,TOMATE,14400.0,6165.329789040165,116,0.0,Zona de Riesgo
Piso 3,TORONJA,5000.0,0.0,34,0.0,Zona Intermedia
Piso 3,TREBOL,54805.77397019129,16242.310847096622,219,0.0,Zona de Riesgo
Piso 3,TRIGO,1000.0,604.8343133621598,898,13.0,Zona Intermedia
Piso 3,TUMBO,9600.0,0.0,9,0.0,Zona Intermedia
Piso 3,TUNA FRUTA,3750.0,2254.6162168806795,913,0.0,Zona Intermedia
Piso 3,VAINITA,8333.333333333334,3837.6890287296483,113,0.0,Zona Intermedia
Piso 3,VID,10000.0,5220.382507396232,110,0.0,Zona Intermedia
Piso 3,YUCA,5333.333333333334,2032.641214002365,97,0.0,Zona Intermedia
Piso 3,ZANAHORIA,9000.0,1279.0405390216642,63,0.0,Zona Intermedia
Piso 3,ZAPALLO,15000.0,7376.376722256985,399,0.0,Zona de Riesgo
Piso 4,ACELGA,9090.90909090909,0.0,14,0.0,Zona Intermedia
Piso 4,ACHIRA,4000.0,0.0,18,0.0,Zona Intermedia
Piso 4,AGUAYMANTO,4615.384615384615,0.0,8,0.0,Zona Intermedia
Piso 4,AJENJO,1000.0,0.0,132,0.0,Zona Intermedia
Piso 4,AJO,5000.0,2220.0476231866205,72,0.0,Zona Intermedia
Piso 4,ALFALFA,23000.0,19897.10744037157,7221,589.0,Zona de Riesgo
Piso 4,ANIS,2000.0,0.0,132,0.0,Zona Intermedia
Piso 4,APIO,10000.0,1021.7442696961922,46,0.0,Zona Intermedia
Piso 4,ARRACACHA,10000.0,0.0,55,0.0,Zona Intermedia
Piso 4,ARVEJA GRANO SECO,1022.7272727272727,294.2270457504642,467,142.0,Zona Intermedia
Piso 4,ARVEJA GRANO VERDE,2400.0,1862.6951010366945,472,0.0,Zona Intermedia
Piso 4,AVENA FORRAJERA,10000.0,7253.075609945047,414,14.0,Zona Intermedia
Piso 4,AVENA GRANO,1400.0,0.0,24,0.0,Zona Intermedia
Piso 4,AZUCENA,2000.0,0.0,15,0.0,Zona Intermedia
Piso 4,BETARRAGA,24000.0,4625.522841201421,132,0.0,Zona de Riesgo
Piso 4,BROCOLI,8000.0,4296.92478097595,104,0.0,Zona Intermedia
Piso 4,CALABAZA,10000.0,4138.072131967188,506,0.0,Zona Intermedia
Piso 4,CAPULI,3840.0,4570.581642143311,89,0.0,Zona Intermedia
Piso 4,CEBADA FORRAJERA,18181.818181818184,4096.722765008658,72,10.0,Zona de Riesgo
Piso 4,CEBADA GRANO,1200.0,545.9754289097688,2939,287.0,Zona Intermedia
Piso 4,CEBOLLA,9000.0,3966.9391567220473,59,0.0,Zona Intermedia
Piso 4,CEBOLLA CHINA,5142.857142857143,5169.641325290319,371,0.0,Zona Intermedia
Piso 4,CENTENO FORRAJERO,6060.606060606061,0.0,19,0.0,Zona Intermedia
Piso 4,CIRUELA DEL FRAILE,6666.666666666667,0.0,4,0.0,Zona Intermedia
Piso 4,COL,5000.0,4956.807728973964,287,0.0,Zona Intermedia
Piso 4,COLIFLOR,4166.666666666667,0.0,23,0.0,Zona Intermedia
Piso 4,CRISANTEMO O POMPON,10000.0,1782.4955322750868,31,0.0,Zona Intermedia
Piso 4,CULANTRO,6000.0,1791.5183343209271,247,0.0,Zona Intermedia
Piso 4,ESPINACA,4166.666666666667,352.6857161014625,48,0.0,Zona Intermedia
Piso 4,FRESA,10500.0,0.0,35,0.0,Zona Intermedia
Piso 4,FRIJOL CABALLERO GRANO SECO,1515.151515151515,443.3238179975786,57,0.0,Zona Intermedia
Piso 4,FRIJOL CANARIO GRANO SECO,1250.0,390.8831336640231,136,0.0,Zona Intermedia
Piso 4,FRIJOL CANARIO GRANO VERDE,5000.0,0.0,39,0.0,Zona Intermedia
Piso 4,FRIJOL CAUPI GRANO SECO,768.0,15.318833724101417,33,0.0,Zona Intermedia
Piso 4,FRIJOL CAUPI GRANO VERDE,1891.891891891892,1698.709785444378,45,0.0,Zona Intermedia
Piso 4,FRIJOL CHAUCHA GRANO SECO,925.925925925926,0.0,13,0.0,Zona Intermedia
Piso 4,FRIJOL HUASCA POROTO GRANO SECO,1750.0,412.34049110407386,42,0.0,Zona Intermedia
Piso 4,FRIJOL LANTREJA GRANO VERDE,4000.0,0.0,58,0.0,Zona Intermedia
Piso 4,FRIJOL PALOMA GRANO SECO,588.2352941176471,0.0,8,0.0,Zona Intermedia
Piso 4,FRIJOL REGIONAL GRANO SECO,606.060606060606,0.0,21,0.0,Zona Intermedia
Piso 4,GRANADILLA,6666.666666666667,2484.9608098303906,54,0.0,Zona Intermedia
Piso 4,GUANABANO,4444.444444444444,0.0,7,0.0,Zona Intermedia
Piso 4,GUAYABO,7130.124777183601,0.0,6,0.0,Zona Intermedia
Piso 4,GUINDO,4000.0,0.0,25,0.0,Zona Intermedia
Piso 4,HABA GRANO SECO,960.0,697.0049428375439,1540,199.0,Zona Intermedia
Piso 4,HABA GRANO VERDE,2000.0,2831.9791869149585,148,35.0,Zona Intermedia
Piso 4,HIERBA BUENA,2250.0,204.90176383922974,132,0.0,Zona Intermedia
Piso 4,HIGUERA,3030.3030303030305,1833.4960243313785,45,0.0,Zona Intermedia
Piso 4,HINOJO,2500.0,0.0,29,0.0,Zona Intermedia
Piso 4,LECHUGA,8000.0,6087.087282021456,19,0.0,Zona Intermedia
Piso 4,LENTEJA GRANO SECO,690.0,54.065060380695535,64,0.0,Zona Intermedia
Piso 4,LIMA,6060.60606060606,5226.412597373846,69,0.0,Zona Intermedia
Piso 4,LIMON ACIDO,8000.0,3089.4894797962475,111,0.0,Zona Intermedia
Piso 4,LIMON RUGOSO,12500.0,0.0,10,0.0,Zona Optima
Piso 4,LINAZA,904.0,241.8439266313811,33,0.0,Zona Intermedia
Piso 4,LUCUMO,6666.666666666667,2687.6773845850116,78,0.0,Zona Intermedia
Piso 4,MAIZ AMARILLO DURO,1500.0,2379.4513291339763,171,0.0,Zona Intermedia
Piso 4,MAIZ AMILACEO,1515.151515151515,1821.3066417614796,6455,692.0,Zona Intermedia
Piso 4,MAIZ CHALA,12000.0,3703.6140129280147,37,0.0,Zona de Riesgo
Piso 4,MAIZ CHOCLO,8333.333333333334,4888.888235684675,760,11.0,Zona Intermedia
Piso 4,MAIZ MORADO,2700.0,1544.5166596369322,160,0.0,Zona Intermedia
Piso 4,MANZANILLA,10000.0,978.3991809404583,144,0.0,Zona Intermedia
Piso 4,MANZANO,6250.0,4498.091715721918,482,0.0,Zona Intermedia
Piso 4,MASHUA,4320.0,1811.2592765218233,71,0.0,Zona Intermedia
Piso 4,MELOCOTONERO,7500.0,3265.796567787547,531,0.0,Zona Intermedia
Piso 4,MEMBRILLERO,7575.757575757576,3902.1526834836295,56,0.0,Zona Intermedia
Piso 4,MONTECASINO,3072.0,0.0,12,0.0,Zona Intermedia
Piso 4,NARANJO,6000.0,6809.54875010225,49,0.0,Zona Intermedia
Piso 4,NISPERO,10000.0,0.0,16,0.0,Zona Intermedia
Piso 4,NUÑA GRANO SECO,960.0,317.42280905933416,514,0.0,Zona Intermedia
Piso 4,OCA,4500.0,2023.3570979038925,872,101.0,Zona Intermedia
Piso 4,OLLUCO,4666.666666666667,2012.754916268476,632,92.0,Zona Intermedia
Piso 4,OREGANO,4000.0,703.870282631834,111,0.0,Zona Intermedia
Piso 4,PACAE,10000.0,0.0,16,0.0,Zona Intermedia
Piso 4,PALTO,5714.285714285714,4183.848403565438,565,7.0,Zona Intermedia
Piso 4,PAPA AMARILLA,8400.0,4773.98280875399,790,129.0,Zona Intermedia
Piso 4,PAPA BLANCA,9600.0,5652.241392912211,4281,426.0,Zona Intermedia
Piso 4,PAPA COLOR,11040.0,3083.900607521853,117,20.0,Zona Intermedia
Piso 4,PAPA HUAYRO,7800.0,4230.075939419936,424,26.0,Zona Intermedia
Piso 4,PAPA NATIVA,5600.0,4150.2058224446555,2883,424.0,Zona Intermedia
Piso 4,PAPAYA,13500.0,5219.684159349452,92,0.0,Zona de Riesgo
Piso 4,PASTO ANGLETON,40000.0,0.0,10,0.0,Zona Optima
Piso 4,PASTO BERMUDA,35000.0,0.0,2,2.0,Zona Optima
Piso 4,PASTO BLANCO,14285.714285714286,0.0,5,0.0,Zona Optima
Piso 4,PASTO BRAQUIARIA,50769.230769230766,0.0,13,0.0,Zona Optima
Piso 4,PASTO BRIZANTA,36000.0,9254.977149312866,23,10.0,Zona de Riesgo
Piso 4,PASTO CEBADILLA,19000.0,0.0,15,0.0,Zona Optima
Piso 4,PASTO DACTYLIS,25806.451612903227,9045.91123477377,568,132.0,Zona de Riesgo
Piso 4,PASTO ELEFANTE,20000.0,8737.997851584205,89,0.0,Zona de Riesgo
Piso 4,PASTO FALARIS,22857.14285714285,8829.669132880328,245,0.0,Zona de Riesgo
Piso 4,PASTO GRAMA AZUL,40000.0,6359.942112183896,31,0.0,Zona de Riesgo
Piso 4,PASTO GRAMA BLANCA,28000.0,0.0,7,0.0,Zona Optima
Piso 4,PASTO GRAMA DULCE,25333.33333333333,14193.422326315884,42,0.0,Zona de Riesgo
Piso 4,PASTO GRAMALOTE,12083.333333333334,10273.88613523188,108,0.0,Zona de Riesgo
Piso 4,PASTO KIKUYO,62000.0,23261.719140396854,221,11.0,Zona de Riesgo
Piso 4,PASTO NATURAL MANEJADO,14400.0,12524.870118647626,135,0.0,Zona de Riesgo
Piso 4,PASTO NUDILLO,47000.0,4613.666568250659,209,0.0,Zona de Riesgo
Piso 4,PASTO OVILLO,49000.0,2676.9438459740663,82,0.0,Zona de Riesgo
Piso 4,PASTO PAJILLA,45142.857142857145,16636.32498490408,37,0.0,Zona de Riesgo
Piso 4,PASTO PASPAL,48571.42857142857,0.0,21,0.0,Zona Optima
Piso 4,PASTO SISO,54000.0,1008.4389681792215,60,0.0,Zona de Riesgo
Piso 4,PEPINO FRUTA,4200.0,0.0,23,0.0,Zona Intermedia
Piso 4,PEREJIL,5500.0,1611.9896092395304,148,0.0,Zona Intermedia
Piso 4,PLATANO,5681.818181818182,469.1749905624475,48,0.0,Zona Intermedia
Piso 4,PORO,6400.0,408.6031347641995,23,0.0,Zona Intermedia
Piso 4,QUINUA,800.0,839.2673315072399,251,29.0,Zona Intermedia
Piso 4,RABANO,3750.0,2716.1066480265413,29,0.0,Zona Intermedia
Piso 4,ROCOTO,15151.515151515152,8395.391843602602,86,0.0,Zona de Riesgo
Piso 4,ROMERO,3333.333333333333,575.1011234846682,34,0.0,Zona Intermedia
Piso 4,RUDA,2100.0,427.16273378587726,137,0.0,Zona Intermedia
Piso 4,RYE GRASS,30000.0,18724.894458472732,885,179.0,Zona de Riesgo
Piso 4,SACHATOMATE,3333.333333333333,1524.716029133232,38,0.0,Zona Intermedia
Piso 4,SAUCO,7692.307692307692,2377.647253252418,37,0.0,Zona Intermedia
Piso 4,TARA,6250.0,2251.2601481514484,216,0.0,Zona Intermedia
Piso 4,TARHUI GRANO SECO,800.0,351.8658417743801,801,68.0,Zona Intermedia
Piso 4,TARHUI GRANO VERDE,1250.0,0.0,4,4.0,Zona Intermedia
Piso 4,TORONJIL,2500.0,0.0,29,0.0,Zona Intermedia
Piso 4,TREBOL,20000.0,18070.591619587794,681,87.0,Zona de Riesgo
Piso 4,TRIGO,920.0,701.3664920409374,3016,147.0,Zona Intermedia
Piso 4,TUMBO,4545.454545454545,5156.6260984022165,72,0.0,Zona Intermedia
Piso 4,TUNA FRUTA,3555.555555555556,2654.7922322655795,541,10.0,Zona Intermedia
Piso 4,VAINITA,12000.0,0.0,8,0.0,Zona Optima
Piso 4,ZANAHORIA,25000.0,8862.88829309293,212,0.0,Zona de Riesgo
Piso 4,ZAPALLO,12000.0,3348.9552023598503,125,0.0,Zona de Riesgo
Piso 5,AJO,13333.333333333334,1865.1473012924862,43,0.0,Zona de Riesgo
Piso 5,ALFALFA,16666.666666666668,11296.441727193802,20837,8036.0,Zona de Riesgo
Piso 5,ARVEJA GRANO SECO,766.6666666666667,263.0111329149689,484,135.0,Zona Intermedia
Piso 5,ARVEJA GRANO VERDE,4500.0,1537.7338770851466,115,7.0,Zona Intermedia
Piso 5,ARVEJON GRANO VERDE,2400.0,0.0,15,0.0,Zona Intermedia
Piso 5,AVENA FORRAJERA,15000.0,5645.650294281892,45134,4984.0,Zona de Riesgo
Piso 5,AVENA GRANO,1150.0,526.5182991862935,3943,590.0,Zona Intermedia
Piso 5,CALABAZA,9600.0,3094.907090817696,64,0.0,Zona Intermedia
Piso 5,CAÑIHUA,862.5,378.47944552237607,2839,634.0,Zona Intermedia
Piso 5,CEBADA FORRAJERA,12800.0,4286.705769735948,9483,2008.0,Zona de Riesgo
Piso 5,CEBADA GRANO,1150.0,464.59958720628066,7160,863.0,Zona Intermedia
Piso 5,CEBOLLA,11500.0,0.0,52,0.0,Zona Intermedia
Piso 5,CEBOLLA CHINA,10000.0,2766.1291705622293,85,27.0,Zona Intermedia
Piso 5,COL,10000.0,470.92907485988445,32,0.0,Zona Intermedia
Piso 5,CULANTRO,5000.0,0.0,42,0.0,Zona Intermedia
Piso 5,FRIJOL BLANCO GRANO SECO,681.8181818181819,0.0,10,0.0,Zona Intermedia
Piso 5,FRIJOL CABALLERO GRANO SECO,800.0,225.70340933514328,46,0.0,Zona Intermedia
Piso 5,FRIJOL CAUPI GRANO SECO,1300.0,378.4318431482572,107,12.0,Zona Intermedia
Piso 5,FRIJOL LANTREJA GRANO SECO,2000.0,0.0,15,0.0,Zona Intermedia
Piso 5,HABA FORRAJERA,8000.0,3762.1983133231415,93,23.0,Zona Intermedia
Piso 5,HABA GRANO SECO,1000.0,714.5607804865598,6596,2191.0,Zona Intermedia
Piso 5,HABA GRANO VERDE,4545.454545454545,1499.758799859771,432,218.0,Zona Intermedia
Piso 5,HIERBA BUENA,3750.0,0.0,42,0.0,Zona Intermedia
Piso 5,LENTEJA GRANO SECO,1360.0,0.0,13,0.0,Zona Intermedia
Piso 5,LIMON ACIDO,4000.0,0.0,15,0.0,Zona Intermedia
Piso 5,LINAZA,586.5,244.0556267250772,48,0.0,Zona Intermedia
Piso 5,MAIZ AMILACEO,1680.0,1635.964336647572,1665,92.0,Zona Intermedia
Piso 5,MAIZ CHOCLO,7200.0,4701.519532591988,173,62.0,Zona Intermedia
Piso 5,MAIZ MORADO,7200.0,0.0,15,0.0,Zona Intermedia
Piso 5,MANZANO,5000.0,3957.1506661151416,34,0.0,Zona Intermedia
Piso 5,MASHUA,6000.0,1938.297572223416,703,135.0,Zona Intermedia
Piso 5,NUÑA GRANO SECO,383.33333333333337,0.0,11,0.0,Zona Intermedia
Piso 5,OCA,6000.0,1949.9242564850126,3277,529.0,Zona Intermedia
Piso 5,OLLUCO,5750.0,2398.3762484167587,1715,386.0,Zona Intermedia
Piso 5,OREGANO,1800.0,0.0,8,8.0,Zona Intermedia
Piso 5,PALLAR GRANO VERDE,7301.935012778386,0.0,12,12.0,Zona Intermedia
Piso 5,PALTO,10000.0,1396.0869218085022,43,0.0,Zona Intermedia
Piso 5,PAPA AMARGA,7500.0,2771.771546585838,2452,239.0,Zona Intermedia
Piso 5,PAPA AMARILLA,6400.0,4216.986677418209,1271,505.0,Zona Intermedia
Piso 5,PAPA BLANCA,8750.0,3563.911695839083,8018,755.0,Zona Intermedia
Piso 5,PAPA COLOR,10928.96174863388,6199.530725723003,272,96.0,Zona Intermedia
Piso 5,PAPA HUAYRO,8750.0,3365.8240448503925,1640,158.0,Zona Intermedia
Piso 5,PAPA NATIVA,8400.0,3879.6478145146284,38692,5026.0,Zona Intermedia
Piso 5,PASTO BRIZANTA,10000.0,0.0,20,0.0,Zona Intermedia
Piso 5,PASTO CEBADILLA,20000.0,3164.2784757345075,241,0.0,Zona de Riesgo
Piso 5,PASTO DACTYLIS,20000.0,12040.168765374949,2857,816.0,Zona de Riesgo
Piso 5,PASTO FALARIS,25000.0,11728.716097639845,385,28.0,Zona de Riesgo
Piso 5,PASTO FESTUCA,34782.608695652176,0.0,49,0.0,Zona Optima
Piso 5,PASTO GRAMA DULCE,25000.0,5819.773307132487,241,0.0,Zona de Riesgo
Piso 5,PASTO GRAMALOTE,27333.333333333336,10131.319821944695,64,0.0,Zona de Riesgo
Piso 5,PASTO KIKUYO,12000.0,0.0,22,0.0,Zona Optima
Piso 5,PASTO NATURAL MANEJADO,19125.68306010929,12634.682524162754,357,22.0,Zona de Riesgo
Piso 5,PASTO PAJILLA,21739.130434782608,0.0,49,0.0,Zona Optima
Piso 5,PASTO PASPAL,16000.0,17914.492241145563,31,7.0,Zona de Riesgo
Piso 5,PASTO SUNCHO,20000.0,0.0,33,0.0,Zona Optima
Piso 5,PERAL,3000.0,0.0,15,0.0,Zona Intermedia
Piso 5,PEREJIL,10000.0,0.0,52,0.0,Zona Intermedia
Piso 5,QUINUA,833.3333333333334,849.7541857492203,7496,751.0,Zona Intermedia
Piso 5,RYE GRASS,19000.0,9082.559386649975,1235,67.0,Zona de Riesgo
Piso 5,SAUCO,3000.0,301.7804310611088,64,0.0,Zona Intermedia
Piso 5,TARA,4000.0,0.0,30,0.0,Zona Intermedia
Piso 5,TARHUI GRANO SECO,1150.0,470.8298803599934,1022,209.0,Zona Intermedia
Piso 5,TARHUI GRANO VERDE,4600.0,0.0,13,0.0,Zona Intermedia
Piso 5,TREBOL,16000.0,12305.47318504808,1195,315.0,Zona de Riesgo
Piso 5,TRIGO,600.0,588.2803511212142,1523,126.0,Zona Intermedia
Piso 5,TUNA FRUTA,6428.571428571428,170.57708331831535,20,0.0,Zona Intermedia
Piso 5,ZANAHORIA,10000.0,983.5862242147948,86,0.0,Zona Intermedia
,ACELGA,8823.529411764706,3075.210914705491,1014,114.0,Zona Intermedia
,ACEROLA,3120.0,0.0,69,0.0,Zona Intermedia
,ACHICORIA FORRAJERA,12000.0,3806.6774077263726,186,21.0,Zona de Riesgo
,ACHIOTE,857.1428571428571,552.4968555177843,1444,0.0,Zona Intermedia
,ACHIRA,4800.000000000001,1986.2155193461679,252,0.0,Zona Intermedia
,AGAPANTO,3333.333333333333,1315.3794327110973,38,0.0,Zona Intermedia
,AGUAJE,11111.111111111111,7065.401214602458,2816,0.0,Zona Intermedia
