"ID_Vaca","Grupo","Estatus","DIM","Leche_AM","Leche_Total","Leche_Anterior","Variacion","CCS","Lact_N","Status_Repro","Casos_Mastitis","Dias_Faltan_Parto","Fecha_Secado","Tipo","Status_Final","Fecha_Nac","Edad_Meses","Categoria","Toro_Padre"
"3372","19","Insem","302","17.39","35.1","33.8","-0.19","3467","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3376","19","Insem","298","17.57","34.9","35.8","-0.59","3038","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3379","19","Insem","292","18.04","38.7","38.6","0.18","2488","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3380","19","Insem","293","21.36","41","40.6","1.16","3095","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"2869","25","Preñ","579","14.08","29.2","25.4","0.16","11790","3","Preñ","1","1","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"2912","25","Preñ","573","17.18","35.3","32.1","-0.17","13085","3","Preñ","0","-7","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"2987","25","Preñ","577","13.19","27.5","22.6","-0.61","11490","3","Preñ","0","-15","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3058","25","Preñ2","655","13.64","24.8","24.3","-0.99","16108","0","0","2","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3197","25","Preñ2","694","12.26","25.6","24.2","0.16","13371","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3251","25","Insem","540","15.9","32.2","29.6","-0.01","9201","0","0","1","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3269","25","Insem","528","14.69","29.9","29.2","0.22","9365","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3272","25","Matar","538","15.39","30.6","30.1","0.25","8593","0","0","1","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3275","25","Preñ2","523","14.64","30.6","28.6","0.29","9261","0","0","1","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3279","25","Matar","530","15.48","31.6","27.5","0.91","8874","0","0","1","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3282","25","Preñ","517","11.97","23.9","23.9","-0.62","8704","1","Preñ","0","-15","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3283","25","Preñ","515","15.25","30.1","29.9","0.13","9125","1","Preñ","1","-6","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3314","25","Abort","381","17.22","33","30.4","-0.08","4898","0","0","1","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3317","25","Insem","374","15.97","33.4","32.2","0.03","4564","0","0","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3320","25","Preñ","409","19.42","40.1","40.5","0","6544","1","Preñ","0","0","0","VACA","EN ORDEÑO","0","0","0","0"
"3324","25","Preñ","404","15.42","32.7","32.4","0.58","5512","1","Preñ","0","20","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3326","25","Preñ","365","14.3","30.8","25.8","-0.82","4519","1","Preñ","0","6","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3334","25","Preñ2","404","11","23.4","22.9","0.06","4232","0","0","0","-29","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3335","25","Preñ","386","19.78","38","35.2","0.29","5490","1","Preñ","0","12","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3338","25","Preñ","391","17.65","34","35.3","-0.24","5319","1","Preñ","0","-15","0","VACA","PRÓXIMA AL PARTO","0","0","0","0"
"3533","77","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","16-08-24","19.2","Tern","KING ROYA HARDY            120"
"3549","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","17-09-24","18.1","Tern","HANCOCK   CAPTIVATI          0"
"3550","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","21-09-24","18","Tern","BARNABAS ENSIGN SE           0"
"3551","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","29-09-24","17.7","Tern","HANANS SE REVOLUTIO        100"
"3552","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","1-10-24","17.7","Tern","ALL STAR REVOLUTIO         110"
"3553","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","2-10-24","17.6","Tern","REMINGTON LUCKY SEV        100"
"3554","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","3-10-24","17.6","Tern","ALL STAR REVOLUTIO         120"
"3556","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","9-10-24","17.4","Tern","FURY      REVOLUTIO        120"
"3558","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","11-10-24","17.3","Tern","HUMBLENKI LUCKY SEV        120"
"3557","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","11-10-24","17.3","Tern","ALPHABET REVOLUTIO         110"
"3559","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","16-10-24","17.2","Tern","ALL STAR REVOLUTIO         120"
"3560","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","21-10-24","17","Tern","AL´HABET CAPTIVATI          90"
"3561","77","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","22-10-24","17","Tern","ALPHABET REVOLUTIO         120"
"3562","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","24-10-24","16.9","Tern","ALPHABET REVOLUTIO         120"
"3563","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","26-10-24","16.9","Tern","KENOSHA   CAPTIVATI        110"
"3564","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","29-10-24","16.8","Tern","ALPHABET REVOLUTIO         100"
"3565","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","30-10-24","16.7","Tern","ALPHABET REVOLUTIO         120"
"3566","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","31-10-24","16.7","Tern","KING ROYA IZREAL           100"
"3567","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","3-11-24","16.6","Tern","ALL STAR REVOLUTIO         120"
"3568","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","17-11-24","16.1","Tern","MAGELLAN REVOLUTIO           0"
"3569","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","2-12-24","15.6","Tern","HANANS SE REVOLUTIO        100"
"3570","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","5-12-24","15.5","Tern","EXPECTANT REVOLUTIO         80"
"3571","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","6-12-24","15.5","Tern","REVELATIO REVOLUTIO         85"
"93413","21","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","7-12-24","15.5","Tern","KINGBOY S MELLENCAM         95"
"3572","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","9-12-24","15.4","Tern","EXPECTANT REVOLUTIO         90"
"3573","35","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","10-12-24","15.4","Tern","ALPHABET FIGARO            100"
"3574","23","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","18-12-24","15.1","Tern","REVELATIO MOUNTAINE        110"
"3575","23","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","18-12-24","15.1","Tern","ALPHABET MOUNTAINE         100"
"3576","23","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","21-12-24","15","Tern","EXPECTANT MOUNTAINE        100"
"3577","23","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","21-12-24","15","Tern","ALPHABET MOUNTAINE         100"
"3578","23","0","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","DESARROLLO","21-12-24","15","Tern","ZZ TOP    MOUNTAINE         10"
