"ID_Vaca","Grupo","DIM","Leche_Total","E_Prod","E_Seca","Fecha_Secado","Dias_Seca","Toro_Seca","Lact_N","E_Gest","Fecha_Insem","Toro_Ins","Tipo","Status_Repro","Status_Final","Fecha_Nac","Edad_Meses","Categoria","Toro_Padre"
"3360","19","328","37.1","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3363","19","312","21.2","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3364","19","306","38","Insem","0","0","0","0","0","0","25-08-25","DOC","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3369","19","325","38.2","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3372","19","302","35.1","Insem","0","0","0","0","0","0","25-08-25","DOC","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3376","19","298","34.9","Insem","0","0","0","0","0","0","23-09-25","WISEUP","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3379","19","292","38.7","Insem","0","0","0","0","0","0","8-09-25","INDEPENDANT","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3380","19","293","41","Insem","0","0","0","0","0","0","15-09-25","INDEPENDANT","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"2869","25","579","29.2","Preñ","0","0","0","0","3","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"2912","25","573","35.3","Preñ","0","0","0","0","3","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"2987","25","577","27.5","Preñ","0","0","0","0","3","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3058","25","655","24.8","Preñ2","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3197","25","694","25.6","Preñ2","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3251","25","540","32.2","Insem","0","0","0","0","0","0","15-09-25","PASSPORT","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3269","25","528","29.9","Insem","0","0","0","0","0","0","25-08-25","INDEPENDANT","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3272","25","538","30.6","Matar","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3275","25","523","30.6","Preñ2","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3279","25","530","31.6","Matar","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3282","25","517","23.9","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3283","25","515","30.1","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3314","25","381","33","Abort","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3317","25","374","33.4","Insem","0","0","0","0","0","0","6-09-25","INDEPENDANT","VACA","INSEMINADA","EN ORDEÑO","0","0","0","0"
"3320","25","409","40.1","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3324","25","404","32.7","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3326","25","365","30.8","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3334","25","404","23.4","Preñ2","0","0","0","0","0","0","0","0","VACA","VACIA","EN ORDEÑO","0","0","0","0"
"3335","25","386","38","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3338","25","391","34","Preñ","0","0","0","0","1","Preñ","0","0","VACA","VACAPREÑACTUAL","EN ORDEÑO","0","0","0","0"
"3232","0","0","0","0","Prepa","16-07-25","250","SHADO","1","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"2913","0","0","0","0","Prepa","16-07-25","250","SHADO","3","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3000","0","0","0","0","Prepa","21-07-25","245","JEREMY","3","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3266","0","0","0","0","Prepa","6-08-25","229","GAP XING","1","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3271","0","0","0","0","Prepa","11-08-25","224","RENEGADE","1","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3123","0","0","0","0","Prepa","6-08-25","229","JEREMY","2","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3122","0","0","0","0","Prepa","21-07-25","245","SHADO","2","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"2656","0","0","0","0","Prepa","20-08-25","215","GAP XING","5","Prepa","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3277","0","0","0","0","Seca","11-08-25","224","RENEGADE","1","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3110","0","0","0","0","Seca","21-07-25","245","JEREMY","2","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3260","0","0","0","0","Seca","11-08-25","224","STARLORD","1","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3087","0","0","0","0","Seca","11-08-25","224","JEREMY","2","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3065","0","0","0","0","Seca","21-07-25","245","JEREMY","2","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3252","0","0","0","0","Seca","3-09-25","201","JEREMY","1","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"2827","0","0","0","0","Seca","3-09-25","201","RENEGADE","4","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3256","0","0","0","0","Seca","3-09-25","201","GAP XING","1","Seca","0","0","VACA","VACAPREÑACTUAL","SECA","0","0","0","0"
"3533","77","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","16-08-24","19.2","Tern","KING ROYA HARDY            120"
"3549","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","17-09-24","18.1","Tern","HANCOCK   CAPTIVATI          0"
"3550","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","21-09-24","18","Tern","BARNABAS ENSIGN SE           0"
"3551","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","29-09-24","17.7","Tern","HANANS SE REVOLUTIO        100"
"3552","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","1-10-24","17.7","Tern","ALL STAR REVOLUTIO         110"
"3553","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","2-10-24","17.6","Tern","REMINGTON LUCKY SEV        100"
"3554","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","3-10-24","17.6","Tern","ALL STAR REVOLUTIO         120"
"3556","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","9-10-24","17.4","Tern","FURY      REVOLUTIO        120"
"3558","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","11-10-24","17.3","Tern","HUMBLENKI LUCKY SEV        120"
"3557","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","11-10-24","17.3","Tern","ALPHABET REVOLUTIO         110"
"3559","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","16-10-24","17.2","Tern","ALL STAR REVOLUTIO         120"
"3560","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","21-10-24","17","Tern","AL´HABET CAPTIVATI          90"
"3561","77","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","22-10-24","17","Tern","ALPHABET REVOLUTIO         120"
"3562","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","24-10-24","16.9","Tern","ALPHABET REVOLUTIO         120"
"3563","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","26-10-24","16.9","Tern","KENOSHA   CAPTIVATI        110"
"3564","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","29-10-24","16.8","Tern","ALPHABET REVOLUTIO         100"
"3565","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","30-10-24","16.7","Tern","ALPHABET REVOLUTIO         120"
"3566","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","31-10-24","16.7","Tern","KING ROYA IZREAL           100"
"3567","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","3-11-24","16.6","Tern","ALL STAR REVOLUTIO         120"
"3568","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","17-11-24","16.1","Tern","MAGELLAN REVOLUTIO           0"
"3569","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","2-12-24","15.6","Tern","HANANS SE REVOLUTIO        100"
"3570","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","5-12-24","15.5","Tern","EXPECTANT REVOLUTIO         80"
"3571","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","6-12-24","15.5","Tern","REVELATIO REVOLUTIO         85"
"93413","21","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","7-12-24","15.5","Tern","KINGBOY S MELLENCAM         95"
"3572","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","9-12-24","15.4","Tern","EXPECTANT REVOLUTIO         90"
"3573","35","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","10-12-24","15.4","Tern","ALPHABET FIGARO            100"
"3574","23","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","18-12-24","15.1","Tern","REVELATIO MOUNTAINE        110"
"3575","23","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","18-12-24","15.1","Tern","ALPHABET MOUNTAINE         100"
"3576","23","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","21-12-24","15","Tern","EXPECTANT MOUNTAINE        100"
"3577","23","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","21-12-24","15","Tern","ALPHABET MOUNTAINE         100"
"3578","23","0","0","0","0","0","0","0","0","0","0","0","RECRÍA","VACIA","DESARROLLO","21-12-24","15","Tern","ZZ TOP    MOUNTAINE         10"
